,Geo_Place,Geo_Country,English_Country
3496,"Roman, Mesnils-sur-Iton, Bernay, Eure, Normandie, France métropolitaine, 27240, France", France, France
3497,"Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, Chile", Chile, Chile
3499,"Colombo, කොළඹ දිස්ත්‍රික්කය, බස්නාහිර පළාත, Sri Lanka", Sri Lanka, Sri Lanka
3500,"Il Centro, 3, Piazza Carlo Alberto, Veneria, Fey, Bra, Cuneo, Piemonte, 12042, Italia", Italia, Italy
3501,"Antalya, Muratpaşa, Antalya, Akdeniz Bölgesi, 07010, Türkiye", Türkiye,Turkey
3504,"Northern Ireland, United Kingdom", United Kingdom, United Kingdom
3505,"Daerah Khusus Ibukota Jakarta, Indonesia", Indonesia, Indonesia
3506,"Yalova, Marmara Bölgesi, Türkiye", Türkiye,Turkey
3508,"Maryland, Calle 76 Sur, Bosa La Primavera, Bosa, Bogotá, Distrito Capital, 110731, Colombia", Colombia, Colombia
3509,"YARD, 22, Northeast 2nd Avenue, Kerns, Portland, Multnomah County, Oregon, 97240, United States of America", United States of America, United States of America
3510,"Nà Tò, Ngân Sơn, Tỉnh Bắc Kạn, Việt Nam", Việt Nam,Vietnam
3512,"Comstock Park, Alpine Township, Kent County, Michigan, United States of America", United States of America, United States of America
3514,"Orange County, California, United States of America", United States of America, United States of America
3517,"Federal Way, King County, Washington, United States of America", United States of America, United States of America
3519,"Santa Rosa, Sonoma County, California, United States of America", United States of America, United States of America
3520,"Texas, United States of America", United States of America, United States of America
3521,"Tucson, Pima County, Arizona, United States of America", United States of America, United States of America
3522,"Kolkata, West Bengal, India", India, India
3523,"Lombardia, Italia", Italia, Italy
3524,"Florin, Mac Finley Way, Florin, Sacramento County, California, 95828, United States of America", United States of America, United States of America
3525,ព្រះរាជាណាចក្រ​កម្ពុជា,ព្រះរាជាណាចក្រ​កម្ពុជា,The Kingdom of Cambodia
3526,"Birmingham, Jefferson County, Alabama, United States of America", United States of America, United States of America
3528,"Daerah Khusus Ibukota Jakarta, Indonesia", Indonesia, Indonesia
3529,"Bikini Bottom, Hai Bà Trưng, Trà Quế, Hội An, Thành phố Hội An, Tỉnh Quảng Nam, 563868, Việt Nam", Việt Nam,Vietnam
3530,"Franche-Comté, Rue de Franche-Comté, Meinau, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67100, France", France, France
3532,Singapore,Singapore,Singapore
3533,"Herrin, Williamson County, Illinois, 62948, United States of America", United States of America, United States of America
3534,"Sevilla, Andalucía, España", España,Spain
3536,"Mainstreet, River Junction, Chattahoochee, Gadsden County, Florida, 32324, United States of America", United States of America, United States of America
3537,"The Citizen, St Vincent Place, Pinkston, Merchant City, Glasgow, Glasgow City, Scotland, G1 2DW, United Kingdom", United Kingdom, United Kingdom
3538,France,France,France
3539,"Lazio, Italia", Italia, Italy
3541,"The Arkansas, 84-19, 51st Avenue, Elmhurst, Queens, Queens County, New York, 11373, United States of America", United States of America, United States of America
3544,"Dreamville, Santa Ana, Santo Rosario-Silangan, Pateros, Metro Manila, 1621, Philippines", Philippines, Philippines
3545,"Zionsville, Boone County, Indiana, United States of America", United States of America, United States of America
3547,"Puerto de Sevilla, Mérida, Badajoz, Extremadura, 06840, España", España,Spain
3548,"Parlement de Bretagne, Place du Parlement de Bretagne, Centre-Ville, Centre, Quartiers Centre, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, France", France, France
3552,"Hillsboro, Washington County, Oregon, United States of America", United States of America, United States of America
3553,"Southold, Suffolk County, New York, 11971, United States of America", United States of America, United States of America
3554,"Petaling Jaya, Malaysia", Malaysia, Malaysia
3555,"Findlay, Hancock County, Ohio, United States of America", United States of America, United States of America
3556,"Providence, Providence County, Rhode Island, United States of America", United States of America, United States of America
3558,"601, Noord-Beveland, Zeeland, Nederland", Nederland,Netherlands
3559,"Shreveport, Caddo Parish, Louisiana, United States of America", United States of America, United States of America
3563,"Kuala Selangor, 45000, Malaysia", Malaysia, Malaysia
3564,"Lausanne, District de Lausanne, Vaud, Switzerland", Switzerland, Switzerland
3565,"San José, Cantón San José, Provincia San José, 10104, Costa Rica", Costa Rica, Costa Rica
3566,"My, 373, 8th mile vennimala road, Ottaplackal, Velloor, Kottayam, Kerala, 686011, India", India, India
3567,"Sanlúcar de Barrameda, Costa Noroeste, Cádiz, Andalucía, 11540, España", España,Spain
3568,"Orange County, California, United States of America", United States of America, United States of America
3570,United States,United States,United States
3571,"Potenza, Basilicata, Italia", Italia, Italy
3572,"Natural Resources Canada Earth Sciences, 615, Booth Street, Little Italy, Centretown, Somerset, (Old) Ottawa, Ottawa, Eastern Ontario, Ontario, K1R 7L2, Canada", Canada, Canada
3573,"Palmas, Microrregião de Porto Nacional, Mesorregião Oriental do Tocantins, Tocantins, Região Norte, Brasil", Brasil, Brazil
3574,Costa Rica,Costa Rica,Costa Rica
3576,"Malaga, East Olney Avenue, Malaga, Fresno County, California, 93702, United States of America", United States of America, United States of America
3578,"Atherton, Norfolk County, Southwestern Ontario, Ontario, N3Y 4J9, Canada", Canada, Canada
3580,"Alcorcón, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, España", España,Spain
3581,"Shropshire, West Midlands, England, United Kingdom", United Kingdom, United Kingdom
3582,"Groningen, Nederland", Nederland,Netherlands
3583,"Florianópolis, Microrregião de Florianópolis, Mesorregião da Grande Florianópolis, Santa Catarina, Região Sul, Brasil", Brasil, Brazil
3584,"جدة, منطقة مكة المكرمة, 23443, Saudi Arabia / السعودية", Saudi Arabia / السعودية, Saudi Arabia / Saudi
3586,"太原市, 迎泽区, 太原市, 山西省, 030002, China 中国", China 中国,China
3587,"Genova, Liguria, Italia", Italia, Italy
3588,"Santo Domingo, Santo Domingo de Guzmán, Distrito Nacional, 10129, República Dominicana", República Dominicana, Dominican Republic
3589,"Trappes, Versailles, Yvelines, Île-de-France, France métropolitaine, 78190, France", France, France
3591,"Bekasi, Jawa Barat, 17144, Indonesia", Indonesia, Indonesia
3592,United States,United States,United States
3594,"upendi pub, Geita Road, Katente, Bukombe, Geita, Lake Zone, Tanzania", Tanzania, Tanzania
3595,"San Cristóbal, Municipio San Cristóbal, Táchira, 5001, Venezuela", Venezuela, Venezuela
3597,"吉安村, 吉安鄉, 花蓮縣, 臺灣省, 97365, Taiwan", Taiwan, Taiwan
3598,"Brighton, Brighton and Hove, South East, England, United Kingdom", United Kingdom, United Kingdom
3602,"Furniture World, Lebuhraya Kuala Lumpur–Seremban, Kampung Malaysia Tambahan, Bandar Tasik Selatan, Kuala Lumpur, 57100, Malaysia", Malaysia, Malaysia
3603,"福島県, 日本 (Japan)", 日本 (Japan), Japan
3604,"Great Britain, Lincolnshire, Richmondshire, North Yorkshire, Yorkshire and the Humber, England, United Kingdom", United Kingdom, United Kingdom
3605,"قصور, Kasūr District, پنجاب, 55050, پاکستان", پاکستان, Pakistan
3606,"North Dakota, United States of America", United States of America, United States of America
3607,"Florianópolis, Microrregião de Florianópolis, Mesorregião da Grande Florianópolis, Santa Catarina, Região Sul, Brasil", Brasil, Brazil
3610,"Montmartre, Paris, Île-de-France, France métropolitaine, 75018, France", France, France
3611,Colombia,Colombia,Colombia
3612,"Meow!, Antigua Road, Caribees Mobile Home Park, Spartan Keyes, San Jose, Santa Clara County, California, 95111, United States of America", United States of America, United States of America
3613,"Kelowna, Regional District of Central Okanagan, British Columbia, Canada", Canada, Canada
3614,"Lausanne, District de Lausanne, Vaud, Switzerland", Switzerland, Switzerland
3615,"Oviedo, Asturias / Asturies, España", España,Spain
3616,"Banyumas, Jawa Tengah, Indonesia", Indonesia, Indonesia
3617,"Gobernación Del Estado Falcón, Coro, Municipio Miranda, Falcón, Región Centroccidental, Venezuela", Venezuela, Venezuela
3618,"Arlington, Arlington County, Virginia, United States of America", United States of America, United States of America
3619,"Pulau Pinang, Malaysia", Malaysia, Malaysia
3620,"Knoxville, Knox County, Tennessee, United States of America", United States of America, United States of America
3623,"Missoula, Missoula County, Montana, 59802, United States of America", United States of America, United States of America
3624,"Bali, Indonesia", Indonesia, Indonesia
3627,"Milano, Lombardia, Italia", Italia, Italy
3628,"Riverside No. 168, Saskatchewan, Canada", Canada, Canada
3630,"Caen, Calvados, Normandie, France métropolitaine, 14000, France", France, France
3632,"Stark, Neosho County, Kansas, United States of America", United States of America, United States of America
3633,"Girona, Gironès, Girona, Catalunya, España", España,Spain
3635,"Welkom, Lejweleputswa District Municipality, Free State, 9460, South Africa", South Africa, South Africa
3636,الكويت,الكويت,Kuwait
3637,"Wilde, Partido de Avellaneda, Buenos Aires, 1875, Argentina", Argentina, Argentina
3638,"پنو, سرگل, بخش کوهسارات, شهرستان مینودشت, استان گلستان, ایران", ایران, Iran
3640,"Diamond Street, Civic Center, Downtown, Los Angeles, Los Angeles County, California, 90012, United States of America", United States of America, United States of America
3642,"Vaal, Missouri, Johannesburg Ward 82, Randburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2115, South Africa", South Africa, South Africa
3644,"Malmö, Malmö kommun, Skåne län, Götaland, Sverige", Sverige, Sweden
3646,"Sant Just Desvern, Baix Llobregat, Barcelona, Catalunya, 08960, España", España,Spain
3647,"Home, Steinheim, Kreis Höxter, Nordrhein-Westfalen, Deutschland", Deutschland, Germany
3648,"Thornton, Adams County, Colorado, United States of America", United States of America, United States of America
3649,"Libertalia, 12, Rue Marcelin Berthelot, Solidarité - Carnot, Montreuil, Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93100, France", France, France
3652,"Barangay 19, Zone 2, Pasay, Metro Manila, Philippines", Philippines, Philippines
3654,"Jupiter, Palm Beach County, Florida, United States of America", United States of America, United States of America
3656,"Coast, 33, Cavendish Square, Cavendish Square & Oxford Market (South), Fitzrovia, City of Westminster, London, Greater London, England, W1G 0LA, United Kingdom", United Kingdom, United Kingdom
